topic	rank	download_priority	category	score	year	title	doi	pmid	url	cytokines
GPC3_HCC_low_antigen_background	101	2	gpc3_hcc_cart_background	45	2026	Abstract 4274: CAR-T cells with GPC3-inducible gene circuits for targeting hepatocellular carcinoma	10.1158/1538-7445.am2026-4274		https://doi.org/10.1158/1538-7445.am2026-4274	
GPC3_HCC_low_antigen_background	105	2	gpc3_hcc_cart_background	45	2024	Abstract 4011: Locoregional GPC3 chimeric antigen receptor (CAR)-T cell therapy is associated with improved tumor control in hepatocellular carcinoma by enhancing CAR-T cell trafficking and functionality	10.1158/1538-7445.am2024-4011		https://doi.org/10.1158/1538-7445.am2024-4011	IL-2
GPC3_HCC_low_antigen_background	106	2	gpc3_hcc_cart_background	45	2023	Combined local therapy and CAR‐GPC3 T‐cell therapy in advanced hepatocellular carcinoma: a proof‐of‐concept treatment strategy	10.1002/cac2.12472		https://doi.org/10.1002/cac2.12472	
GPC3_HCC_low_antigen_background	123	2	gpc3_hcc_cart_background	44	2025	Abstract 3497: A chimeric antibody-based gamma/delta TCR targeting GPC3 overcomes low antigen expression in liver cancer therapy	10.1158/1538-7445.am2025-3497		https://doi.org/10.1158/1538-7445.am2025-3497	
GPC3_HCC_low_antigen_background	124	2	gpc3_hcc_cart_background	44	2025	A first-in-human study of MT-303, an innovative in vivo mRNA chimeric antigen receptor (CAR) therapy targeting GPC3, in adults with hepatocellular carcinoma.	10.1200/jco.2025.43.16_suppl.tps4218		https://doi.org/10.1200/jco.2025.43.16_suppl.tps4218	
GPC3_HCC_low_antigen_background	137	2	gpc3_hcc_cart_background	44	2022	Engineered, fully human nanobody-based CAR T cells have enhanced antitumor activity against hepatocellular carcinoma in preclinical models.	10.1200/jco.2022.40.16_suppl.e14512		https://doi.org/10.1200/jco.2022.40.16_suppl.e14512	
GPC3_HCC_low_antigen_background	147	2	gpc3_hcc_cart_background	44	2017	A phase I study of anti-GPC3 chimeric antigen receptor modified T cells (GPC3 CAR-T) in Chinese patients with refractory or relapsed GPC3+ hepatocellular carcinoma (r/r GPC3+ HCC).	10.1200/jco.2017.35.15_suppl.3049		https://doi.org/10.1200/jco.2017.35.15_suppl.3049	
GPC3_HCC_low_antigen_background	152	2	gpc3_hcc_cart_background	44	2025	Chimeric antigen receptor-T cells targeting AFP-GPC3 mediate increased antitumor efficacy in hepatocellular carcinoma	10.1016/j.ajg.2024.12.002		https://doi.org/10.1016/j.ajg.2024.12.002	
GPC3_HCC_low_antigen_background	154	2	gpc3_hcc_cart_background	44	2024	Targeting hepatocellular carcinoma heterogeneity with FAP and GPC3-specific tandem CAR-T cells	10.1016/j.omton.2024.200859		https://doi.org/10.1016/j.omton.2024.200859	
GPC3_HCC_low_antigen_background	156	2	gpc3_hcc_cart_background	44	2020	109 Dominant-negative TGFβ receptor 2 enhances GPC3-targeting CAR-T cell efficacy against hepatocellular carcinoma	10.1136/jitc-2020-sitc2020.0109		https://doi.org/10.1136/jitc-2020-sitc2020.0109	
GPC3_HCC_low_antigen_background	157	2	gpc3_hcc_cart_background	44	2019	GPC3-targeted CAR-T Cell for Treating GPC3 Positive Advanced HCC	10.31525/ct1-nct04121273		https://doi.org/10.31525/ct1-nct04121273	
GPC3_HCC_low_antigen_background	338	5	likely_exclude_or_low_priority	12		MMAE-Based PeptideDrug Conjugates Targeting GPC3 for Precision Chemoradiotherapy in Hepatocellular Carcinoma	10.1021/acs.jmedchem.5c00847.s002		https://doi.org/10.1021/acs.jmedchem.5c00847.s002	
GPC3_HCC_low_antigen_background	339	5	likely_exclude_or_low_priority	12		MMAE-Based PeptideDrug Conjugates Targeting GPC3 for Precision Chemoradiotherapy in Hepatocellular Carcinoma	10.1021/acs.jmedchem.5c00847.s001		https://doi.org/10.1021/acs.jmedchem.5c00847.s001	
likely_exclude_or_off_topic	249	5	likely_exclude_or_low_priority	15	2026	Tumor-antigen-independent targeting of solid tumors by armored macrophage-directed anti-TREM2 CAR T cells.	10.1016/j.ccell.2025.11.009	41576928	https://pubmed.ncbi.nlm.nih.gov/41576928/	
likely_exclude_or_off_topic	250	5	likely_exclude_or_low_priority	15	2025	Synthetic NKG2D receptor (SNR) armored CAR-T cells overcome antigen heterogeneity of solid tumor	10.1007/s13402-025-01066-5	40536708	https://www.semanticscholar.org/paper/26c574046715ef141d48c64b51ca27eaa3a1d305	
likely_exclude_or_off_topic	251	5	likely_exclude_or_low_priority	14	2026	Systemic pre-conditioning favors effector over exhausted CD8 T-cell subsets following Sup2-IL33 armored CAR T-cell therapy.	10.1136/jitc-2025-013020	42236119	https://pubmed.ncbi.nlm.nih.gov/42236119/	
likely_exclude_or_off_topic	252	5	likely_exclude_or_low_priority	14	2025	Study on the in vitro and in vivo killing effects of PD-1 antibody-secreting c-Met-targeted CAR-T cells on esophageal cancer cell line ECA109	10.1007/s12672-025-03747-x	41118049	https://www.semanticscholar.org/paper/f628af233e3304a2dd368b931223388a3e801315	
likely_exclude_or_off_topic	253	5	likely_exclude_or_low_priority	14	2024	Rapidly Manufactured CAR-T with Conserved Cell Stemness and Distinctive Cytokine-Secreting Profile Shows Improved Anti-Tumor Efficacy	10.3390/vaccines12121348	39772010	https://www.semanticscholar.org/paper/74a9aea119579c1b50efaabf031a29c0dc4e7494	
likely_exclude_or_off_topic	254	5	likely_exclude_or_low_priority	14	2024	Self-regulating CAR-T cells modulate cytokine release syndrome in adoptive T-cell therapy	10.1084/jem.20221988	38607370	https://www.semanticscholar.org/paper/b52c7b5edd6f682c6e19331bf91bc1fe3fc92b2d	
likely_exclude_or_off_topic	255	5	likely_exclude_or_low_priority	14	2023	Next generation armored CAR-T cells with a drug inducible cytokine circuit	10.54254/2753-8818/24/20231150		https://www.semanticscholar.org/paper/92bd2b83900d8147aab5df21cfd4d0198171dc31	
likely_exclude_or_off_topic	256	5	likely_exclude_or_low_priority	14	2020	Engineered IL‐7 Receptor Enhances the Therapeutic Effect of AXL‐CAR‐T Cells on Triple‐Negative Breast Cancer	10.1155/2020/4795171		https://doi.org/10.1155/2020/4795171	
likely_exclude_or_off_topic	257	5	likely_exclude_or_low_priority	14	2008	Sleeping Beauty Transposon‐mediated Engineering of Human Primary T Cells for Therapy of CD19+ Lymphoid Malignancies	10.1038/sj.mt.6300404		https://doi.org/10.1038/sj.mt.6300404	
likely_exclude_or_off_topic	259	5	likely_exclude_or_low_priority	14	2022	PSMA-targeting TGFβ-insensitive armored CAR T cells in metastatic castration-resistant prostate cancer: a phase 1 trial	10.1038/s41591-022-01726-1		https://doi.org/10.1038/s41591-022-01726-1	
likely_exclude_or_off_topic	260	5	likely_exclude_or_low_priority	14	2021	111 Armored CAR T cells secreting 4–1BB ligand crosslinked to PD-1 checkpoint inhibitor for enhanced solid tumor efficacy	10.1136/jitc-2021-sitc2021.111		https://doi.org/10.1136/jitc-2021-sitc2021.111	
likely_exclude_or_off_topic	265	5	likely_exclude_or_low_priority	13	2025	Dual targeting of BCMA and B7-H3 with CAR T cells and bispecific protein engagers enhances anti-myeloma activity.	10.1016/j.biopha.2025.118820	41297423	https://pubmed.ncbi.nlm.nih.gov/41297423/	
likely_exclude_or_off_topic	271	5	likely_exclude_or_low_priority	13		IDR-induced CAR condensation improves the cytotoxicity of CAR-Ts against low-antigen cancers	10.1101/2023.10.02.560460		https://doi.org/10.1101/2023.10.02.560460	
likely_exclude_or_off_topic	275	5	likely_exclude_or_low_priority	12	2026	Emapalumab in pediatric patients with high-grade cytokine release syndrome associated with CAR T-cell therapy.	10.1111/bcp.15133	41859101	https://pubmed.ncbi.nlm.nih.gov/41859101/	
likely_exclude_or_off_topic	276	5	likely_exclude_or_low_priority	12	2026	The critical role of Atpif1 in Her2-targeted CAR-T cell therapy for solid tumor via modulation of metabolism and mtDNA-STING signal pathway.	10.1126/sciadv.aaw5096	41846913	https://pubmed.ncbi.nlm.nih.gov/41846913/	
likely_exclude_or_off_topic	277	5	likely_exclude_or_low_priority	12	2026	Optimally engineered HLA/peptide-specific CAR-T cells outperform TCR-T cells to eradicate solid tumors.	10.1126/sciadv.adx9371	41564177	https://pubmed.ncbi.nlm.nih.gov/41564177/	
likely_exclude_or_off_topic	278	5	likely_exclude_or_low_priority	12	2026	A comparison of two manufacturing methods in the phase I COBALT study of CD19CAR T for LBCL.	10.1097/CJI.0b013e31823569e2	42137288	https://pubmed.ncbi.nlm.nih.gov/42137288/	
likely_exclude_or_off_topic	279	5	likely_exclude_or_low_priority	12	2026	An innovative treatment for lung cancer using gene-engineered human-induced pluripotent stem cell-derived natural killer cells.	10.1111/cas.14899	41915242	https://pubmed.ncbi.nlm.nih.gov/41915242/	
likely_exclude_or_off_topic	280	5	likely_exclude_or_low_priority	12	2026	Antigen Specificity and Cell Engineering Determine CAR T Cell Efficacy in Group 3 Medulloblastoma.	10.1038/s41592-022-01507-1	41756431	https://pubmed.ncbi.nlm.nih.gov/41756431/	
likely_exclude_or_off_topic	284	5	likely_exclude_or_low_priority	12	2025	Oncolytic Adenovirus Armoring with 	10.1089/hum.2024.254	40346805	https://pubmed.ncbi.nlm.nih.gov/40346805/	
likely_exclude_or_off_topic	285	5	likely_exclude_or_low_priority	12	2024	Locoregional delivery of IL-13Rα2-targeting CAR-T cells in recurrent high-grade glioma: a phase 1 trial	10.1038/s41591-024-02875-1		https://doi.org/10.1038/s41591-024-02875-1	
likely_exclude_or_off_topic	286	5	likely_exclude_or_low_priority	12	2024	A novel lentiviral vector-based approach to generate chimeric antigen receptor T cells targeting 	10.3389/fimmu.2022.838344	38415653	https://pubmed.ncbi.nlm.nih.gov/38415653/	
likely_exclude_or_off_topic	287	5	likely_exclude_or_low_priority	12	2023	Biomarkers and cardiovascular outcomes in chimeric antigen receptor T-cell therapy recipients	10.1093/eurheartj/ehad117		https://doi.org/10.1093/eurheartj/ehad117	
likely_exclude_or_off_topic	288	5	likely_exclude_or_low_priority	12	2021	A clinically applicable and scalable method to regenerate T-cells from iPSCs for off-the-shelf T-cell immunotherapy	10.1038/s41467-020-20658-3		https://doi.org/10.1038/s41467-020-20658-3	
likely_exclude_or_off_topic	289	5	likely_exclude_or_low_priority	12	2019	Glial injury in neurotoxicity after pediatric CD19‐directed chimeric antigen receptor T cell therapy	10.1002/ana.25502		https://doi.org/10.1002/ana.25502	
likely_exclude_or_off_topic	290	5	likely_exclude_or_low_priority	12	2019	B7-H3-redirected chimeric antigen receptor T cells target glioblastoma and neurospheres	10.1016/j.ebiom.2019.08.030		https://doi.org/10.1016/j.ebiom.2019.08.030	
likely_exclude_or_off_topic	291	5	likely_exclude_or_low_priority	12	2019	Results from CARTITUDE-1: A Phase 1b/2 Study of JNJ-4528, a CAR-T Cell Therapy Directed Against B-Cell Maturation Antigen (BCMA), in Patients with Relapsed and/or Refractory Multiple Myeloma (R/R MM)	10.1182/blood-2019-121731		https://doi.org/10.1182/blood-2019-121731	
likely_exclude_or_off_topic	292	5	likely_exclude_or_low_priority	12	2018	CAR-T cells: the long and winding road to solid tumors	10.1038/s41419-018-0278-6		https://doi.org/10.1038/s41419-018-0278-6	
likely_exclude_or_off_topic	293	5	likely_exclude_or_low_priority	12	2018	Teaching an old dog new tricks: next-generation CAR T cells	10.1038/s41416-018-0325-1		https://doi.org/10.1038/s41416-018-0325-1	
likely_exclude_or_off_topic	294	5	likely_exclude_or_low_priority	12	2018	GM-CSF inhibition reduces cytokine release syndrome and neuroinflammation but enhances CAR-T cell function in xenografts	10.1182/blood-2018-10-881722		https://doi.org/10.1182/blood-2018-10-881722	
likely_exclude_or_off_topic	295	5	likely_exclude_or_low_priority	12	2016	TRIZ Application in Rolling Armored Safety Car Glass	10.3233/978-1-61499-703-0-87		https://doi.org/10.3233/978-1-61499-703-0-87	
likely_exclude_or_off_topic	296	5	likely_exclude_or_low_priority	12	2016	Predominant cerebral cytokine release syndrome in CD19-directed chimeric antigen receptor-modified T cell therapy	10.1186/s13045-016-0299-5		https://doi.org/10.1186/s13045-016-0299-5	
likely_exclude_or_off_topic	297	5	likely_exclude_or_low_priority	12	2015	IGF1R- and ROR1-Specific CAR T Cells as a Potential Therapy for High Risk Sarcomas	10.1371/journal.pone.0133152		https://doi.org/10.1371/journal.pone.0133152	
likely_exclude_or_off_topic	298	5	likely_exclude_or_low_priority	12	2014	Treatment of CD33-directed Chimeric Antigen Receptor-modified T Cells in One Patient With Relapsed and Refractory Acute Myeloid Leukemia	10.1038/mt.2014.164		https://doi.org/10.1038/mt.2014.164	
likely_exclude_or_off_topic	299	5	likely_exclude_or_low_priority	12	2009	The Constitutive Androstane Receptor Is an Anti-obesity Nuclear Receptor That Improves Insulin Sensitivity	10.1074/jbc.m109.016808		https://doi.org/10.1074/jbc.m109.016808	
likely_exclude_or_off_topic	301	5	likely_exclude_or_low_priority	12	1968	From Ox Wagon to Armored Car in Rhodesia	10.58837/chula.taic.3094		https://doi.org/10.58837/chula.taic.3094	
likely_exclude_or_off_topic	302	5	likely_exclude_or_low_priority	12		Investigation d'une immunothérapie cellulaire CAR-T-cells ciblant IL-RAP dans les cancers solides	10.70675/b61c4a16z586fz4e18zbf98z42532152549e		https://doi.org/10.70675/b61c4a16z586fz4e18zbf98z42532152549e	
likely_exclude_or_off_topic	303	5	likely_exclude_or_low_priority	12		Computational Analysis of IL-13Rα2 Specific CAR T-Cells in Glioblastoma Multiforme (GBM)	10.26434/chemrxiv-2024-nt6g8		https://doi.org/10.26434/chemrxiv-2024-nt6g8	
likely_exclude_or_off_topic	304	5	likely_exclude_or_low_priority	12	2026	Cytokine armored                     <scp>CAR</scp>                     T cells for cancer immunotherapy	10.1111/imcb.70112		https://doi.org/10.1111/imcb.70112	
likely_exclude_or_off_topic	307	5	likely_exclude_or_low_priority	12	2025	Engineering CAR-T cells for solid tumors: bispecific antigen targeting, tumor microenvironment modulation, and toxicity control	10.1007/s12026-025-09687-6	40973858	https://www.semanticscholar.org/paper/46bafe0918a9e9450bced743d3386f466d0c3528	
likely_exclude_or_off_topic	308	5	likely_exclude_or_low_priority	12	2024	Locoregional Delivery of IL-13Rα2–CAR-T cells Is Safe in High-Grade Glioma	10.1158/2159-8290.cd-rw2024-045		https://doi.org/10.1158/2159-8290.cd-rw2024-045	
likely_exclude_or_off_topic	310	5	likely_exclude_or_low_priority	12	2024	Podcast: Exploring CAR T Cells in GI Cancers at ASCO24	10.1200/adn.24.0525.2		https://doi.org/10.1200/adn.24.0525.2	
likely_exclude_or_off_topic	311	5	likely_exclude_or_low_priority	12	2023	Daher M, Basar R, Gokdemir E, et al. Targeting a cytokine checkpoint enhances the fitness of armored cord blood CAR-NK cells.                     <i>Blood.</i>                     2021;137(5):624-636.	10.1182/blood.2023019760		https://doi.org/10.1182/blood.2023019760	
likely_exclude_or_off_topic	312	5	likely_exclude_or_low_priority	12	2023	CD19 CAR T-cell therapy and prophylactic anakinra in relapsed or refractory lymphoma: phase 2 trial interim results	10.1038/s41591-023-02404-6		https://doi.org/10.1038/s41591-023-02404-6	
likely_exclude_or_off_topic	313	5	likely_exclude_or_low_priority	12	2023	Safety and clinical activity of autologous RNA chimeric antigen receptor T-cell therapy in myasthenia gravis (MG-001): a prospective, multicentre, open-label, non-randomised phase 1b/2a study	10.1016/s1474-4422(23)00194-1		https://doi.org/10.1016/s1474-4422(23)00194-1	
likely_exclude_or_off_topic	314	5	likely_exclude_or_low_priority	12	2023	IL-31: A Potential Implication in CAR T Cells Neurotoxicity?	10.29011/2574-7754.101535		https://doi.org/10.29011/2574-7754.101535	
likely_exclude_or_off_topic	315	5	likely_exclude_or_low_priority	12	2021	Altering CAR Construct Design to Ameliorate CAR-T Cell Therapy Associated Cytokine Release Syndrome	10.33696/signaling.2.045		https://doi.org/10.33696/signaling.2.045	
likely_exclude_or_off_topic	317	5	likely_exclude_or_low_priority	12	2020	Clinical characterization and risk factors associated with cytokine release syndrome induced by COVID-19 and chimeric antigen receptor T-cell therapy	10.1038/s41409-020-01060-5		https://doi.org/10.1038/s41409-020-01060-5	
likely_exclude_or_off_topic	319	5	likely_exclude_or_low_priority	12	2019	Engineering strategies to overcome the current roadblocks in CAR T cell therapy	10.1038/s41571-019-0297-y		https://doi.org/10.1038/s41571-019-0297-y	
likely_exclude_or_off_topic	320	5	likely_exclude_or_low_priority	12	2018	Activity of Mesothelin-Specific Chimeric Antigen Receptor T Cells Against Pancreatic Carcinoma Metastases in a Phase 1 Trial	10.1053/j.gastro.2018.03.029		https://doi.org/10.1053/j.gastro.2018.03.029	
likely_exclude_or_off_topic	321	5	likely_exclude_or_low_priority	12	2014	The Future of CAR T-Cells	10.1097/01.cot.0000459133.06776.62		https://doi.org/10.1097/01.cot.0000459133.06776.62	
likely_exclude_or_off_topic	322	5	likely_exclude_or_low_priority	12	2013	651. Tumor Targeting Using CD19-Specific CAR (Chimeric Antigen Receptor) for B-Cell Lymphoma	10.1016/s1525-0016(16)34986-3		https://doi.org/10.1016/s1525-0016(16)34986-3	
likely_exclude_or_off_topic	323	5	likely_exclude_or_low_priority	12	2009	Specificity of systemic inflammatory response syndrome during the peri-operative period in patients with GH-secreting adenoma	10.1016/j.cyto.2008.12.026		https://doi.org/10.1016/j.cyto.2008.12.026	
likely_exclude_or_off_topic	325	5	likely_exclude_or_low_priority	12	2000	WEANING INDUCES AN INCREASE IN THE NUMBER OF SPECIFIC CYTOKINE-SECRETING INTESTINAL LYMPHOCYTES IN MICE	10.1006/cyto.2000.0706		https://doi.org/10.1006/cyto.2000.0706	
likely_exclude_or_off_topic	326	5	likely_exclude_or_low_priority	12	1995	Activation of IL-4 and IL-6 secreting cells by antigen	10.1006/cyto.1995.0096		https://doi.org/10.1006/cyto.1995.0096	
likely_exclude_or_off_topic	327	5	likely_exclude_or_low_priority	12	1994	IL4 induces differentiation of cytotoxic CD8+ T cells secreting TH2 cytokines	10.1016/1043-4666(94)90296-8		https://doi.org/10.1016/1043-4666(94)90296-8	
likely_exclude_or_off_topic	328	5	likely_exclude_or_low_priority	12	1989	Transfectants secreting latent TGF-β1 suppress immune responsiveness	10.1016/1043-4666(89)91418-x		https://doi.org/10.1016/1043-4666(89)91418-x	
likely_exclude_or_off_topic	329	5	likely_exclude_or_low_priority	12	1968	Studies on the skidding resistance of passenger-car tyres on wet surfaces	10.1016/0043-1648(68)90358-x		https://doi.org/10.1016/0043-1648(68)90358-x	
likely_exclude_or_off_topic	330	5	likely_exclude_or_low_priority	12	1958	Studies of Barrier and Car-To-Car Impacts	10.3171/jns.1958.15.2.0140		https://doi.org/10.3171/jns.1958.15.2.0140	
likely_exclude_or_off_topic	331	5	likely_exclude_or_low_priority	12	1902	The Simms Armored War-Car	10.1038/scientificamerican05171902-350a		https://doi.org/10.1038/scientificamerican05171902-350a	
likely_exclude_or_off_topic	332	5	likely_exclude_or_low_priority	12		Armored Car	10.2307/j.ctv6p4t9.30		https://doi.org/10.2307/j.ctv6p4t9.30	
likely_exclude_or_off_topic	333	5	likely_exclude_or_low_priority	12		Biafran Armored Car, National War Museum, Umuahia, Nigeria	10.3998/mpub.11722857.cmp.23		https://doi.org/10.3998/mpub.11722857.cmp.23	
likely_exclude_or_off_topic	334	5	likely_exclude_or_low_priority	12		The Armored Car	10.1007/978-1-4302-0258-5_3		https://doi.org/10.1007/978-1-4302-0258-5_3	
likely_exclude_or_off_topic	335	5	likely_exclude_or_low_priority	12		CAR-T Cell Therapy in Rheumatic Diseases	10.62830/mmj1-2-16		https://doi.org/10.62830/mmj1-2-16	
likely_exclude_or_off_topic	337	5	likely_exclude_or_low_priority	12		IDR-Induced CAR Condensation Improves the Cytotoxicity of CAR-Ts Against Low-Antigen Cancers	10.2139/ssrn.4634355		https://doi.org/10.2139/ssrn.4634355	
likely_exclude_or_off_topic	376	5	likely_exclude_or_low_priority	10	2026	Ex Vivo Zinc Nanoparticle Conditioning Primes T Cells for Potent Antitumor Activity in Ovarian Cancer Patient-Derived Xenografts.	10.1021/acs.molpharmaceut.5c01508	41528004	https://pubmed.ncbi.nlm.nih.gov/41528004/	
likely_exclude_or_off_topic	377	5	likely_exclude_or_low_priority	10	2026	L’intellettuale e il regime socialista: Le vite degli altri	10.63277/gsc.v12i.5109		https://doi.org/10.63277/gsc.v12i.5109	
likely_exclude_or_off_topic	378	5	likely_exclude_or_low_priority	10	2026	Nicotinamide Riboside Enhances Adoptive T Cell Therapy by Promoting Memory Differentiation and Metabolic Fitness.	10.1016/j.ymthe.2026.05.026	42231576	https://pubmed.ncbi.nlm.nih.gov/42231576/	
likely_exclude_or_off_topic	379	5	likely_exclude_or_low_priority	10	2025	Centro de Artes (CAr) Center for the Arts (CAr)	10.30712/e3fa9588		https://doi.org/10.30712/e3fa9588	
likely_exclude_or_off_topic	380	5	likely_exclude_or_low_priority	10	2025	Radiopharmaceuticals and their applications in medicine	10.1038/s41392-024-02041-6		https://doi.org/10.1038/s41392-024-02041-6	
likely_exclude_or_off_topic	381	5	likely_exclude_or_low_priority	10	2024	TGF-β signaling in health, disease and therapeutics	10.1038/s41392-024-01764-w		https://doi.org/10.1038/s41392-024-01764-w	
likely_exclude_or_off_topic	382	5	likely_exclude_or_low_priority	10	2024	Targeting cytokine and chemokine signaling pathways for cancer therapy	10.1038/s41392-024-01868-3		https://doi.org/10.1038/s41392-024-01868-3	
likely_exclude_or_off_topic	383	5	likely_exclude_or_low_priority	10	2023	Smart nanoparticles for cancer therapy	10.1038/s41392-023-01642-x		https://doi.org/10.1038/s41392-023-01642-x	
likely_exclude_or_off_topic	384	5	likely_exclude_or_low_priority	10	2023	T cells in health and disease	10.1038/s41392-023-01471-y		https://doi.org/10.1038/s41392-023-01471-y	
likely_exclude_or_off_topic	385	5	likely_exclude_or_low_priority	10	2023	γδ T cells: origin and fate, subsets, diseases and immunotherapy	10.1038/s41392-023-01653-8		https://doi.org/10.1038/s41392-023-01653-8	
likely_exclude_or_off_topic	386	5	likely_exclude_or_low_priority	10	2022	Immunotherapy in Lung Cancer: Current Landscape and Future Directions	10.3389/fimmu.2022.823618		https://doi.org/10.3389/fimmu.2022.823618	
likely_exclude_or_off_topic	387	5	likely_exclude_or_low_priority	10	2020	Molecular principles of metastasis: a hallmark of cancer revisited	10.1038/s41392-020-0134-x		https://doi.org/10.1038/s41392-020-0134-x	
likely_exclude_or_off_topic	388	5	likely_exclude_or_low_priority	10	2020	Nanobodies: Next Generation of Cancer Diagnostics and Therapeutics	10.3389/fonc.2020.01182		https://doi.org/10.3389/fonc.2020.01182	
likely_exclude_or_off_topic	389	5	likely_exclude_or_low_priority	10	2018	Nano based drug delivery systems: recent developments and future prospects	10.1186/s12951-018-0392-8		https://doi.org/10.1186/s12951-018-0392-8	
likely_exclude_or_off_topic	390	5	likely_exclude_or_low_priority	10	2017	<b>lmerTest</b> Package: Tests in Linear Mixed Effects Models	10.18637/jss.v082.i13		https://doi.org/10.18637/jss.v082.i13	
likely_exclude_or_off_topic	391	5	likely_exclude_or_low_priority	10	2017	SMOKE CONTROL AND NOXES IN CAR PARKS	10.29081/jesr.v18i2.224		https://doi.org/10.29081/jesr.v18i2.224	
likely_exclude_or_off_topic	392	5	likely_exclude_or_low_priority	10	2011	Global cancer statistics	10.3322/caac.20107		https://doi.org/10.3322/caac.20107	
likely_exclude_or_off_topic	393	5	likely_exclude_or_low_priority	10	2004	Essential Role of GATA3 for the Maintenance of Type 2 Helper T (Th2) Cytokine Production and Chromatin Remodeling at the Th2 Cytokine Gene Loci	10.1074/jbc.m403688200		https://doi.org/10.1074/jbc.m403688200	
likely_exclude_or_off_topic	394	5	likely_exclude_or_low_priority	10	2026	Bispecific CAR-iNKT cells: beyond dual antigen targeting	10.1182/blood.2025030952		https://doi.org/10.1182/blood.2025030952	
likely_exclude_or_off_topic	395	5	likely_exclude_or_low_priority	10	2023	Introduzione  il reenactment	10.30687/978-88-6969-760-9/000		https://doi.org/10.30687/978-88-6969-760-9/000	
likely_exclude_or_off_topic	396	5	likely_exclude_or_low_priority	10	2022	Natural killer cells in antitumour adoptive cell immunotherapy	10.1038/s41568-022-00491-0		https://doi.org/10.1038/s41568-022-00491-0	
likely_exclude_or_off_topic	397	5	likely_exclude_or_low_priority	10	2021	The evolution of commercial drug delivery technologies	10.1038/s41551-021-00698-w		https://doi.org/10.1038/s41551-021-00698-w	
likely_exclude_or_off_topic	398	5	likely_exclude_or_low_priority	10	2021	Interleukins in cancer: from biology to therapy	10.1038/s41568-021-00363-z		https://doi.org/10.1038/s41568-021-00363-z	
likely_exclude_or_off_topic	399	5	likely_exclude_or_low_priority	10	2020	A guide to cancer immunotherapy: from T cell basic science to clinical practice	10.1038/s41577-020-0306-5		https://doi.org/10.1038/s41577-020-0306-5	
likely_exclude_or_off_topic	400	5	likely_exclude_or_low_priority	10	2020	Tocilizumab Treatment for Cytokine Release Syndrome in Hospitalized Patients With Coronavirus Disease 2019	10.1016/j.chest.2020.06.006		https://doi.org/10.1016/j.chest.2020.06.006	
likely_exclude_or_off_topic	401	5	likely_exclude_or_low_priority	10	2019	Design and Implementation of Security Threat Detection and Access Control System for Connected Car	10.1007/978-3-319-96806-3_13		https://doi.org/10.1007/978-3-319-96806-3_13	
likely_exclude_or_off_topic	402	5	likely_exclude_or_low_priority	10	2018	"Il y a peu de relocalisations en France, car il y a eu peu de délocalisations"	10.3917/ae.380.0073		https://doi.org/10.3917/ae.380.0073	
likely_exclude_or_off_topic	403	5	likely_exclude_or_low_priority	10	2018	Off-the-Shelf CAR-NK Cells for Cancer Immunotherapy	10.1016/j.stem.2018.07.007		https://doi.org/10.1016/j.stem.2018.07.007	
likely_exclude_or_off_topic	404	5	likely_exclude_or_low_priority	10	2018	Geometric effects in the design of catalytic converters in car exhaust pipes	10.1186/s40929-018-0018-2		https://doi.org/10.1186/s40929-018-0018-2	
likely_exclude_or_off_topic	405	5	likely_exclude_or_low_priority	10	2017	Circulating IL-6 upregulates IL-10 production in splenic CD4+ T cells and limits acute kidney injury–induced lung inflammation	10.1016/j.kint.2016.12.014		https://doi.org/10.1016/j.kint.2016.12.014	
likely_exclude_or_off_topic	406	5	likely_exclude_or_low_priority	10	2016	Post-Car Mobilities	10.4324/9781315570846-23		https://doi.org/10.4324/9781315570846-23	
likely_exclude_or_off_topic	407	5	likely_exclude_or_low_priority	10	2016	Introduction	10.4324/9781315570846-6		https://doi.org/10.4324/9781315570846-6	
likely_exclude_or_off_topic	408	5	likely_exclude_or_low_priority	10	2015	Kim Il-yeop and Christianity: The Influence of Christianity on the Life and Identity of Kil Il-yeop	10.25024/review.2015.18.2.004		https://doi.org/10.25024/review.2015.18.2.004	
likely_exclude_or_off_topic	409	5	likely_exclude_or_low_priority	10	2013	Specificity redirection by CAR with human VEGFR-1 affinity endows T lymphocytes with tumor-killing ability and anti-angiogenic potency	10.1038/gt.2013.19		https://doi.org/10.1038/gt.2013.19	
likely_exclude_or_off_topic	410	5	likely_exclude_or_low_priority	10	2012	T Cells Redirected to EphA2 for the Immunotherapy of Glioblastoma	10.1038/mt.2012.210		https://doi.org/10.1038/mt.2012.210	
likely_exclude_or_off_topic	411	5	likely_exclude_or_low_priority	10	2012	Tradition and Innovation in Korean Studies	10.25024/review.2012.15.2.003		https://doi.org/10.25024/review.2012.15.2.003	
likely_exclude_or_off_topic	412	5	likely_exclude_or_low_priority	10	2011	Spectroscopic studies of southern-hemisphere cepheids: WW Car, SX Car, UZ Car, UY Car, GX Car, HW Car, YZ Car	10.1134/s1063773711100070		https://doi.org/10.1134/s1063773711100070	
likely_exclude_or_off_topic	413	5	likely_exclude_or_low_priority	10	2010	Design for the electric car and teeterboard self-balanced system	10.3724/sp.j.1187.2010.00179		https://doi.org/10.3724/sp.j.1187.2010.00179	
